Timestamp;Spur;Ivl;Total;Avg_Speed;Lkw;Lkw_avgSpeed;Pkw;Pkw_avgSpeed;Date;Hour;Minute;Day_of_week
"02.09.2019	12:55:00";WIM2;4;1;76;0;0;1;74;02.09.2019;0;55;1
"02.09.2019	1:00:00";DG15;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG16;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG80;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG81;4.1,4.2;0;0;0;0;0;0;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG22;1.1,1.2;2;53;0;0;2;56;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG23;2.1,2.2;1;50;0;0;1;50;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG24;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG25;4.1,4.2;2;45;0;0;2;46;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG77;1.1,1.2;2;63;0;0;2;63;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG78;2.1,2.2;3;53;0;0;3;51;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG26;1.1,1.2;1;39;0;0;1;45;02.09.2019;1;0;1
"02.09.2019	1:00:00";DG79;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;0;1
"02.09.2019	1:00:00";WIM1;1;4;70;1;68;3;81;02.09.2019;1;0;1
"02.09.2019	1:00:00";WIM1;2;0;0;0;0;0;0;02.09.2019;1;0;1
"02.09.2019	1:00:00";WIM2;3;3;54;1;52;2;61;02.09.2019;1;0;1
"02.09.2019	1:00:00";WIM2;4;1;79;0;0;1;83;02.09.2019;1;0;1
"02.09.2019	1:05:00";DG15;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG16;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG80;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG81;4.1,4.2;0;0;0;0;0;0;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG22;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG23;2.1,2.2;1;57;0;0;1;65;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG24;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG25;4.1,4.2;1;46;0;0;1;48;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG77;1.1,1.2;1;62;0;0;1;62;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG78;2.1,2.2;1;50;0;0;1;50;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG26;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;5;1
"02.09.2019	1:05:00";DG79;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;5;1
"02.09.2019	1:05:00";WIM1;1;3;61;2;61;1;67;02.09.2019;1;5;1
"02.09.2019	1:05:00";WIM1;2;1;69;1;63;0;0;02.09.2019;1;5;1
"02.09.2019	1:05:00";WIM2;3;4;69;3;64;1;77;02.09.2019;1;5;1
"02.09.2019	1:05:00";WIM2;4;2;98;0;0;2;101;02.09.2019;1;5;1
"02.09.2019	1:10:00";DG15;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG16;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG80;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG81;4.1,4.2;0;0;0;0;0;0;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG22;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG23;2.1,2.2;1;67;1;77;0;0;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG24;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;10;1
