Spur;Lkw;Lkw_avgSpeed;Pkw;Pkw_avgSpeed;Day_of_week;Hour;Minute
DG5;1;6;3;61;1;1;55
DG6;1;66;3;65;1;1;55
DG8;;;2;65;1;1;55
DG9;;;1;76;1;1;55
DG10;;;3;67;1;1;55
DG27;1;31;;;1;1;55
DG28;1;51;;;1;1;55
DG33;1;6;;;1;1;55
DG34;1;6;1;75;1;1;55
DG31;1;61;;;1;1;55
DG32;;;1;118;1;1;55
DG38;4;17;;;1;1;55
DG50;2;51;2;79;1;1;55
DG51;;;3;74;1;1;55
DG52;1;78;1;49;1;1;55
DG56;7;47;;;1;1;55
DG57;2;62;1;55;1;1;55
DG68;;;1;7;1;1;55
DG69;;;1;54;1;1;55
DG58;;;1;66;1;1;55
DG59;;;2;54;1;1;55
DG60;1;38;;;1;1;55
DG43;1;49;;;1;1;55
DG44;4;48;;;1;1;55
DG46;3;44;;;1;1;55
DG47;2;51;;;1;1;55
DG49;2;47;;;1;1;55
DG40;1;43;;;1;1;55
DG41;1;42;;;1;1;55
DG82;1;36;1;22;1;1;55
DG3;2;4;2;5;1;2;0
DG5;;;1;82;1;2;0
DG6;1;49;1;8;1;2;0
DG7;1;57;;;1;2;0
DG8;1;62;1;62;1;2;0
DG9;;;1;11;1;2;0
DG10;1;62;;;1;2;0
DG13;;;1;46;1;2;0
DG27;1;6;;;1;2;0
DG28;1;62;1;84;1;2;0
DG34;1;68;;;1;2;0
DG31;2;64;1;89;1;2;0
DG32;1;57;;;1;2;0
DG37;3;39;;;1;2;0
DG54;2;43;;;1;2;0
DG50;;;1;6;1;2;0
DG51;;;2;58;1;2;0
DG52;2;73;;;1;2;0
DG56;5;55;;;1;2;0
DG68;;;2;55;1;2;0
DG69;;;2;93;1;2;0
DG63;;;1;43;1;2;0
DG58;1;34;2;38;1;2;0
DG75;;;1;51;1;2;0
DG76;;;1;73;1;2;0
DG43;;;1;56;1;2;0
DG44;7;43;1;58;1;2;0
DG45;;;1;49;1;2;0
DG46;1;45;1;45;1;2;0
DG47;1;49;;;1;2;0
DG48;1;64;;;1;2;0
DG42;2;45;1;46;1;2;0
DG85;;;2;38;1;2;0
DG1;1;46;;;1;2;5
DG4;;;2;57;1;2;5
DG5;4;61;2;66;1;2;5
DG6;2;48;1;65;1;2;5
DG8;2;6;1;66;1;2;5
DG9;3;59;2;77;1;2;5
DG10;2;61;2;77;1;2;5
DG13;1;34;;;1;2;5
DG27;3;51;;;1;2;5
DG28;2;56;1;65;1;2;5
DG31;1;78;1;66;1;2;5
DG32;4;63;;;1;2;5
DG37;1;27;;;1;2;5
DG38;3;15;;;1;2;5
DG50;2;49;1;52;1;2;5
DG51;;;3;59;1;2;5
DG56;4;4;2;66;1;2;5
DG57;1;31;1;55;1;2;5
DG68;;;2;6;1;2;5
DG69;;;2;47;1;2;5
DG63;1;61;;;1;2;5
DG62;;;1;4;1;2;5
DG58;;;2;55;1;2;5
DG59;;;1;59;1;2;5
DG72;1;56;;;1;2;5
DG75;1;66;;;1;2;5
DG43;1;53;1;49;1;2;5
DG44;1;48;1;49;1;2;5
DG46;;;3;54;1;2;5
DG42;1;39;;;1;2;5
DG85;;;1;35;1;2;5
DG1;1;64;;;1;2;10
DG3;;;1;49;1;2;10
DG5;2;58;;;1;2;10
DG6;1;71;1;72;1;2;10
DG10;;;2;67;1;2;10
DG28;;;1;67;1;2;10
DG33;2;55;1;71;1;2;10
DG31;3;64;1;72;1;2;10
DG32;3;62;1;9;1;2;10
DG37;1;34;;;1;2;10
DG38;1;16;1;15;1;2;10
DG54;;;1;62;1;2;10
DG50;1;55;1;7;1;2;10
DG51;;;1;42;1;2;10
DG52;2;53;;;1;2;10
DG56;3;33;;;1;2;10
DG57;1;64;1;51;1;2;10
DG68;1;39;3;48;1;2;10
DG58;1;44;;;1;2;10
DG59;1;36;3;47;1;2;10
DG70;1;51;;;1;2;10
DG72;1;63;;;1;2;10
DG74;1;66;;;1;2;10
DG75;1;67;;;1;2;10
DG43;1;27;1;45;1;2;10
DG44;3;38;;;1;2;10
DG45;;;3;46;1;2;10
DG46;1;56;2;6;1;2;10
DG40;;;1;38;1;2;10
DG42;1;43;;;1;2;10
DG82;;;1;18;1;2;10
DG84;1;33;;;1;2;10
DG3;3;42;1;39;1;2;15
DG4;2;51;1;79;1;2;15
DG5;;;3;63;1;2;15
DG6;2;61;;;1;2;15
DG7;;;1;69;1;2;15
DG8;2;56;4;71;1;2;15
DG10;2;63;2;71;1;2;15
DG28;1;68;;;1;2;15
DG34;;;1;66;1;2;15
DG31;1;68;1;63;1;2;15
DG32;1;77;;;1;2;15
DG38;1;15;;;1;2;15
DG50;2;56;;;1;2;15
DG51;3;49;2;53;1;2;15
DG52;5;57;1;5;1;2;15
DG56;5;45;;;1;2;15
DG68;1;73;1;7;1;2;15
DG69;1;69;;;1;2;15
DG63;1;69;;;1;2;15
DG58;2;45;;;1;2;15
DG44;3;39;;;1;2;15
DG46;3;44;1;58;1;2;15
DG47;;;1;7;1;2;15
DG40;;;3;59;1;2;15
DG83;;;1;39;1;2;15
DG86;;;1;28;1;2;15
DG3;4;42;2;5;1;2;20
DG5;;;1;58;1;2;20
DG6;4;55;2;56;1;2;20
DG7;1;75;;;1;2;20
DG8;1;58;2;63;1;2;20
DG10;1;56;1;6;1;2;20
DG12;1;68;;;1;2;20
DG13;;;1;47;1;2;20
DG14;;;1;45;1;2;20
DG27;2;45;;;1;2;20
DG33;2;73;1;73;1;2;20
DG34;1;53;1;65;1;2;20
DG31;2;61;1;61;1;2;20
DG32;1;17;;;1;2;20
DG37;2;35;;;1;2;20
DG54;;;2;66;1;2;20
DG50;;;1;52;1;2;20
DG51;2;59;3;62;1;2;20
DG52;2;6;;;1;2;20
DG56;1;45;;;1;2;20
DG57;1;65;;;1;2;20
DG68;;;1;68;1;2;20
DG69;;;1;126;1;2;20
DG63;1;71;;;1;2;20
DG59;2;28;1;41;1;2;20
DG70;1;53;2;55;1;2;20
DG71;;;1;76;1;2;20
DG72;1;62;;;1;2;20
DG74;2;57;1;57;1;2;20
DG75;1;54;;;1;2;20
DG43;1;4;;;1;2;20
DG44;3;45;1;75;1;2;20
DG45;;;1;77;1;2;20
DG46;2;38;4;45;1;2;20
DG47;;;1;61;1;2;20
DG48;1;52;1;48;1;2;20
DG49;1;42;;;1;2;20
DG40;;;1;48;1;2;20
DG82;2;43;1;31;1;2;20
DG85;;;2;4;1;2;20
DG3;1;43;3;45;1;2;25
DG4;;;1;62;1;2;25
DG5;1;54;;;1;2;25
DG6;1;63;2;59;1;2;25
DG8;2;6;1;14;1;2;25
DG10;2;62;;;1;2;25
DG12;1;69;;;1;2;25
DG28;2;58;2;63;1;2;25
DG33;1;69;;;1;2;25
DG31;;;1;57;1;2;25
DG37;1;2;;;1;2;25
DG38;1;14;;;1;2;25
DG54;;;1;57;1;2;25
DG50;;;1;46;1;2;25
DG51;3;51;;;1;2;25
DG56;1;35;;;1;2;25
DG57;1;68;2;65;1;2;25
DG68;;;1;5;1;2;25
DG58;;;1;46;1;2;25
DG59;1;4;;;1;2;25
DG74;;;1;73;1;2;25
DG44;1;42;;;1;2;25
DG46;;;1;42;1;2;25
DG47;1;57;;;1;2;25
DG48;;;1;72;1;2;25
DG41;1;24;;;1;2;25
DG82;1;56;;;1;2;25
DG85;;;2;31;1;2;25
DG1;1;2;;;1;2;30
DG3;1;42;;;1;2;30
DG5;1;54;;;1;2;30
DG6;1;67;;;1;2;30
DG10;1;61;;;1;2;30
DG27;1;54;;;1;2;30
DG33;;;1;53;1;2;30
DG31;2;7;;;1;2;30
DG37;2;31;;;1;2;30
DG38;2;17;;;1;2;30
DG54;;;2;59;1;2;30
DG50;1;61;2;55;1;2;30
DG51;2;67;4;6;1;2;30
DG52;2;57;;;1;2;30
DG56;4;44;1;39;1;2;30
DG57;;;1;39;1;2;30
DG68;;;1;7;1;2;30
DG63;;;1;72;1;2;30
DG58;1;38;1;51;1;2;30
DG59;1;46;2;5;1;2;30
DG70;1;52;;;1;2;30
DG72;;;1;61;1;2;30
DG74;1;4;;;1;2;30
DG75;;;3;66;1;2;30
DG44;3;41;1;46;1;2;30
DG45;;;2;51;1;2;30
DG46;1;5;1;71;1;2;30
DG47;3;5;;;1;2;30
DG48;1;52;2;43;1;2;30
DG49;4;45;;;1;2;30
DG41;;;1;53;1;2;30
DG3;3;32;2;43;1;2;35
DG5;;;1;63;1;2;35
DG6;2;58;1;65;1;2;35
DG9;;;1;72;1;2;35
DG10;2;6;;;1;2;35
DG27;1;64;1;72;1;2;35
DG28;;;1;51;1;2;35
DG34;1;59;1;62;1;2;35
DG31;1;55;1;62;1;2;35
DG32;;;1;15;1;2;35
DG37;2;15;;;1;2;35
DG38;1;18;;;1;2;35
DG54;1;43;;;1;2;35
DG50;;;6;75;1;2;35
DG51;1;5;;;1;2;35
DG52;4;45;;;1;2;35
DG56;4;51;;;1;2;35
DG68;;;4;69;1;2;35
DG69;;;3;69;1;2;35
DG58;;;2;43;1;2;35
DG59;1;37;2;53;1;2;35
DG72;;;1;61;1;2;35
DG75;;;1;6;1;2;35
DG43;1;35;;;1;2;35
DG44;2;51;;;1;2;35
DG45;;;3;49;1;2;35
DG46;1;49;2;63;1;2;35
DG47;;;1;63;1;2;35
DG41;;;1;43;1;2;35
DG42;1;32;;;1;2;35
DG86;;;1;4;1;2;35
DG4;1;6;;;1;2;40
DG5;4;53;1;71;1;2;40
DG6;1;62;1;56;1;2;40
DG8;3;58;;;1;2;40
DG10;3;72;;;1;2;40
DG27;2;55;;;1;2;40
DG28;;;1;75;1;2;40
DG33;1;7;2;68;1;2;40
DG34;1;58;;;1;2;40
DG31;2;55;;;1;2;40
DG37;1;49;;;1;2;40
DG38;1;12;;;1;2;40
DG54;;;1;83;1;2;40
DG50;;;3;53;1;2;40
DG51;1;55;1;46;1;2;40
DG52;2;43;;;1;2;40
DG68;;;2;64;1;2;40
DG63;;;1;85;1;2;40
DG62;2;48;;;1;2;40
DG58;1;48;1;53;1;2;40
DG59;;;1;48;1;2;40
DG60;2;41;;;1;2;40
DG73;;;1;76;1;2;40
DG75;;;1;7;1;2;40
DG76;;;1;51;1;2;40
DG43;;;1;77;1;2;40
DG44;1;45;1;53;1;2;40
DG49;1;17;;;1;2;40
DG40;1;33;1;9;1;2;40
DG82;;;1;43;1;2;40
DG3;1;42;2;49;1;2;45
DG5;4;69;1;75;1;2;45
DG6;;;1;7;1;2;45
DG7;;;1;82;1;2;45
DG8;1;6;;;1;2;45
DG9;3;85;1;83;1;2;45
DG10;3;68;;;1;2;45
DG27;1;47;1;67;1;2;45
DG28;1;59;;;1;2;45
DG34;2;68;;;1;2;45
DG31;3;62;;;1;2;45
DG37;1;29;;;1;2;45
DG38;1;14;;;1;2;45
DG50;1;45;4;55;1;2;45
DG51;1;6;2;51;1;2;45
DG52;4;55;;;1;2;45
DG56;3;62;;;1;2;45
DG57;;;2;62;1;2;45
DG68;;;1;56;1;2;45
DG69;;;2;61;1;2;45
DG63;;;1;79;1;2;45
DG58;2;44;1;55;1;2;45
DG59;;;1;69;1;2;45
DG71;;;1;63;1;2;45
DG73;;;1;78;1;2;45
DG74;;;1;61;1;2;45
DG75;;;2;76;1;2;45
DG43;2;49;;;1;2;45
DG44;4;43;;;1;2;45
DG45;;;3;48;1;2;45
DG46;2;51;;;1;2;45
DG42;;;1;47;1;2;45
DG1;;;1;64;1;2;50
DG3;;;2;35;1;2;50
DG5;2;59;;;1;2;50
DG6;;;1;56;1;2;50
DG8;2;6;;;1;2;50
DG10;2;56;;;1;2;50
DG27;1;63;;;1;2;50
DG28;2;57;;;1;2;50
DG34;1;67;1;48;1;2;50
DG31;3;72;;;1;2;50
DG37;2;43;;;1;2;50
DG38;1;17;;;1;2;50
DG54;1;5;;;1;2;50
DG50;1;53;2;48;1;2;50
DG51;1;54;1;6;1;2;50
DG56;2;56;2;66;1;2;50
DG57;1;7;1;45;1;2;50
DG68;1;62;4;62;1;2;50
DG69;;;2;69;1;2;50
DG63;1;46;;;1;2;50
DG58;1;55;;;1;2;50
DG59;;;2;38;1;2;50
DG70;1;51;;;1;2;50
DG71;;;1;76;1;2;50
DG72;2;53;;;1;2;50
DG74;1;53;1;73;1;2;50
DG75;2;61;1;74;1;2;50
DG76;;;1;55;1;2;50
DG43;1;63;;;1;2;50
DG44;2;49;;;1;2;50
DG45;;;3;59;1;2;50
DG46;2;53;2;57;1;2;50
DG47;2;72;1;56;1;2;50
DG42;2;42;;;1;2;50
DG82;;;2;41;1;2;50
DG1;;;3;49;1;2;55
DG3;2;4;3;56;1;2;55
DG5;1;54;1;58;1;2;55
DG6;1;66;5;58;1;2;55
DG7;;;2;78;1;2;55
DG8;3;65;1;47;1;2;55
DG10;2;67;;;1;2;55
DG13;;;1;33;1;2;55
DG28;2;66;;;1;2;55
DG31;2;66;1;63;1;2;55
DG37;4;41;;;1;2;55
DG54;1;44;1;62;1;2;55
DG50;3;68;6;58;1;2;55
DG51;3;59;3;65;1;2;55
DG52;3;6;1;65;1;2;55
DG56;5;51;;;1;2;55
DG57;2;71;;;1;2;55
DG68;;;2;71;1;2;55
DG69;2;52;2;52;1;2;55
DG63;1;58;;;1;2;55
DG58;1;34;;;1;2;55
DG70;2;57;;;1;2;55
DG72;2;52;;;1;2;55
DG75;2;64;;;1;2;55
DG43;2;54;1;46;1;2;55
DG44;4;47;1;52;1;2;55
DG45;;;1;51;1;2;55
DG46;;;2;6;1;2;55
DG47;1;71;1;5;1;2;55
DG42;1;35;1;5;1;2;55
DG82;;;1;39;1;2;55
DG85;;;1;31;1;2;55
DG1;1;2;1;59;1;3;0
DG3;3;38;5;51;1;3;0
DG5;2;65;2;79;1;3;0
DG6;3;57;3;79;1;3;0
DG8;;;2;75;1;3;0
DG9;1;78;;;1;3;0
DG10;1;84;2;73;1;3;0
DG12;1;47;;;1;3;0
DG28;2;48;;;1;3;0
DG33;;;3;7;1;3;0
DG34;;;1;69;1;3;0
DG31;3;71;;;1;3;0
DG37;3;38;;;1;3;0
DG38;1;13;2;26;1;3;0
DG50;;;3;54;1;3;0
DG51;1;49;2;64;1;3;0
DG52;7;5;;;1;3;0
DG56;1;43;1;39;1;3;0
DG68;1;11;1;65;1;3;0
DG69;1;47;2;78;1;3;0
DG63;2;61;;;1;3;0
DG58;2;41;;;1;3;0
DG59;;;2;43;1;3;0
DG60;1;31;;;1;3;0
DG72;1;56;;;1;3;0
DG74;2;65;;;1;3;0
DG75;1;63;2;67;1;3;0
DG76;;;1;5;1;3;0
DG43;2;46;1;44;1;3;0
DG44;3;48;1;54;1;3;0
DG45;;;1;6;1;3;0
DG46;4;51;1;62;1;3;0
DG47;1;52;4;65;1;3;0
DG40;;;1;44;1;3;0
DG42;1;45;2;49;1;3;0
DG82;1;32;1;29;1;3;0
DG3;4;32;1;52;1;3;5
DG4;;;1;7;1;3;5
DG5;3;59;1;8;1;3;5
DG6;3;62;2;68;1;3;5
DG7;1;72;;;1;3;5
DG8;2;54;;;1;3;5
DG9;;;1;61;1;3;5
DG10;2;51;1;69;1;3;5
DG14;;;1;45;1;3;5
DG27;2;44;;;1;3;5
DG28;3;55;;;1;3;5
DG34;1;78;;;1;3;5
DG31;3;77;1;118;1;3;5
DG37;1;46;;;1;3;5
DG54;;;1;72;1;3;5
DG50;2;51;1;72;1;3;5
DG51;3;56;1;48;1;3;5
DG52;;;1;57;1;3;5
DG56;4;47;;;1;3;5
DG68;1;6;2;64;1;3;5
DG69;1;66;1;59;1;3;5
DG63;;;1;64;1;3;5
DG58;3;33;1;53;1;3;5
DG59;2;45;3;47;1;3;5
DG71;;;1;75;1;3;5
DG72;1;52;2;55;1;3;5
DG74;;;1;82;1;3;5
DG75;2;71;2;69;1;3;5
DG44;5;46;;;1;3;5
DG46;2;49;3;6;1;3;5
DG47;2;54;1;6;1;3;5
DG48;1;5;;;1;3;5
DG42;1;31;1;41;1;3;5
DG84;;;1;51;1;3;5
DG3;2;48;4;48;1;3;10
DG5;3;6;1;67;1;3;10
DG6;1;62;1;47;1;3;10
DG8;1;6;2;6;1;3;10
DG9;1;85;;;1;3;10
DG10;2;72;;;1;3;10
DG13;;;2;42;1;3;10
DG14;;;1;43;1;3;10
DG27;1;58;1;6;1;3;10
DG28;1;64;1;7;1;3;10
DG33;1;88;;;1;3;10
DG34;1;65;1;119;1;3;10
DG31;4;63;;;1;3;10
DG37;4;3;;;1;3;10
DG38;2;11;;;1;3;10
DG54;1;53;1;58;1;3;10
DG50;;;4;61;1;3;10
DG51;1;69;2;69;1;3;10
DG52;1;53;;;1;3;10
DG56;2;57;;;1;3;10
DG68;2;46;2;65;1;3;10
DG69;;;2;69;1;3;10
DG63;2;61;;;1;3;10
DG58;;;3;49;1;3;10
DG59;;;1;41;1;3;10
DG70;;;1;53;1;3;10
DG72;1;45;;;1;3;10
DG74;;;1;54;1;3;10
DG75;1;7;3;62;1;3;10
DG44;4;4;1;45;1;3;10
DG45;;;2;52;1;3;10
DG46;3;51;1;61;1;3;10
DG47;2;52;1;59;1;3;10
DG49;1;4;;;1;3;10
DG40;1;42;;;1;3;10
DG85;;;1;46;1;3;10
DG3;2;44;1;29;1;3;15
DG4;;;2;67;1;3;15
DG5;1;57;2;76;1;3;15
DG6;1;67;5;71;1;3;15
DG7;1;78;;;1;3;15
DG8;1;55;1;72;1;3;15
DG9;1;65;3;72;1;3;15
DG10;2;56;2;68;1;3;15
DG12;;;1;66;1;3;15
DG13;1;38;1;43;1;3;15
DG27;1;39;;;1;3;15
DG28;5;66;;;1;3;15
DG33;1;63;;;1;3;15
DG34;2;58;;;1;3;15
DG31;2;58;;;1;3;15
DG53;1;28;1;52;1;3;15
DG50;4;48;;;1;3;15
DG51;2;63;;;1;3;15
DG52;3;53;;;1;3;15
DG56;4;44;;;1;3;15
DG57;2;68;;;1;3;15
DG68;2;56;;;1;3;15
DG69;;;1;61;1;3;15
DG63;;;2;55;1;3;15
DG64;;;1;38;1;3;15
DG58;2;35;1;41;1;3;15
DG59;1;48;3;46;1;3;15
DG61;;;1;29;1;3;15
DG71;;;1;7;1;3;15
DG72;;;2;52;1;3;15
DG73;1;54;;;1;3;15
DG74;1;72;;;1;3;15
DG75;;;2;61;1;3;15
DG76;1;46;2;5;1;3;15
DG44;2;43;2;55;1;3;15
DG45;;;2;62;1;3;15
DG46;1;48;;;1;3;15
DG47;2;55;1;74;1;3;15
DG40;;;1;59;1;3;15
DG82;1;42;2;42;1;3;15
DG84;;;1;44;1;3;15
DG85;1;46;1;53;1;3;15
DG3;4;45;3;49;1;3;20
DG5;4;57;1;87;1;3;20
DG6;3;55;2;81;1;3;20
DG8;3;6;;;1;3;20
DG9;;;1;99;1;3;20
DG10;1;62;;;1;3;20
DG13;1;31;1;47;1;3;20
DG27;3;62;1;53;1;3;20
DG28;1;59;;;1;3;20
DG33;1;5;1;6;1;3;20
DG34;2;53;;;1;3;20
DG31;2;59;2;64;1;3;20
DG32;1;97;1;97;1;3;20
DG37;3;41;;;1;3;20
DG50;1;31;3;56;1;3;20
DG51;1;49;1;62;1;3;20
DG52;3;54;3;63;1;3;20
DG56;2;66;1;58;1;3;20
DG57;2;52;;;1;3;20
DG68;1;57;1;58;1;3;20
DG69;;;2;66;1;3;20
DG64;;;2;43;1;3;20
DG62;;;1;54;1;3;20
DG58;1;46;1;4;1;3;20
DG59;1;44;1;37;1;3;20
DG61;1;24;1;31;1;3;20
DG72;2;49;;;1;3;20
DG75;1;53;1;8;1;3;20
DG76;;;1;55;1;3;20
DG43;2;44;;;1;3;20
DG44;5;42;1;5;1;3;20
DG45;;;1;41;1;3;20
DG46;2;45;2;63;1;3;20
DG47;;;4;54;1;3;20
DG41;1;45;1;44;1;3;20
DG42;1;33;;;1;3;20
DG82;1;47;;;1;3;20
DG1;;;1;61;1;3;25
DG3;2;36;4;46;1;3;25
DG5;2;67;1;66;1;3;25
DG6;3;56;2;78;1;3;25
DG8;;;1;66;1;3;25
DG9;1;79;1;53;1;3;25
DG10;2;59;;;1;3;25
DG12;;;1;64;1;3;25
DG28;2;54;1;61;1;3;25
DG33;;;1;75;1;3;25
DG34;3;59;2;8;1;3;25
DG31;4;66;1;58;1;3;25
DG32;;;2;81;1;3;25
DG37;3;33;;;1;3;25
DG38;1;14;;;1;3;25
DG53;;;1;56;1;3;25
DG50;4;47;6;49;1;3;25
DG51;5;54;4;49;1;3;25
DG52;4;48;;;1;3;25
DG56;4;47;;;1;3;25
DG57;1;57;1;54;1;3;25
DG69;;;3;58;1;3;25
DG63;1;59;;;1;3;25
DG58;3;35;;;1;3;25
DG59;3;46;5;47;1;3;25
DG70;;;1;51;1;3;25
DG71;;;1;74;1;3;25
DG74;1;75;;;1;3;25
DG44;4;4;4;5;1;3;25
DG45;;;4;44;1;3;25
DG46;3;46;3;44;1;3;25
DG47;4;5;;;1;3;25
DG42;3;29;;;1;3;25
DG82;;;2;42;1;3;25
DG86;;;1;38;1;3;25
DG3;1;4;1;54;1;3;30
DG4;2;51;;;1;3;30
DG5;3;68;2;78;1;3;30
DG6;3;58;3;67;1;3;30
DG7;;;1;94;1;3;30
DG8;3;56;3;76;1;3;30
DG9;1;64;3;75;1;3;30
DG10;3;63;3;7;1;3;30
DG12;;;2;61;1;3;30
DG13;;;1;37;1;3;30
DG27;4;49;;;1;3;30
DG28;1;67;;;1;3;30
DG34;1;73;;;1;3;30
DG31;1;83;2;73;1;3;30
DG32;3;99;;;1;3;30
DG37;3;35;;;1;3;30
DG38;2;14;;;1;3;30
DG54;1;29;;;1;3;30
DG50;;;1;69;1;3;30
DG51;;;1;79;1;3;30
DG52;2;54;;;1;3;30
DG56;3;55;;;1;3;30
DG57;2;55;1;44;1;3;30
DG68;1;57;5;72;1;3;30
DG69;;;2;42;1;3;30
DG63;;;1;61;1;3;30
DG64;;;1;135;1;3;30
DG58;;;2;53;1;3;30
DG59;;;2;46;1;3;30
DG72;1;47;2;7;1;3;30
DG73;;;1;48;1;3;30
DG74;;;1;52;1;3;30
DG75;1;65;3;75;1;3;30
DG76;1;47;;;1;3;30
DG43;4;42;;;1;3;30
DG44;6;4;1;34;1;3;30
DG46;2;43;2;56;1;3;30
DG47;1;38;1;57;1;3;30
DG49;1;45;1;49;1;3;30
DG42;3;38;;;1;3;30
DG82;2;43;4;32;1;3;30
DG83;1;29;;;1;3;30
DG85;1;24;;;1;3;30
DG3;7;42;3;45;1;3;35
DG5;1;57;3;73;1;3;35
DG6;6;71;1;69;1;3;35
DG7;1;79;1;64;1;3;35
DG8;1;55;1;75;1;3;35
DG9;1;65;;;1;3;35
DG10;3;57;1;64;1;3;35
DG12;2;63;1;54;1;3;35
DG13;;;1;38;1;3;35
DG27;3;56;2;63;1;3;35
DG28;2;56;1;75;1;3;35
DG33;2;68;1;75;1;3;35
DG34;2;61;3;7;1;3;35
DG31;1;84;1;75;1;3;35
DG37;3;4;;;1;3;35
DG38;3;15;;;1;3;35
DG50;2;5;2;66;1;3;35
DG51;3;42;3;54;1;3;35
DG52;3;54;2;54;1;3;35
DG56;3;48;;;1;3;35
DG57;;;1;53;1;3;35
DG69;;;3;6;1;3;35
DG63;2;58;;;1;3;35
DG64;;;1;44;1;3;35
DG58;;;1;47;1;3;35
DG59;;;3;4;1;3;35
DG60;1;36;;;1;3;35
DG61;;;1;25;1;3;35
DG72;1;54;;;1;3;35
DG74;1;56;;;1;3;35
DG75;1;69;;;1;3;35
DG76;;;1;49;1;3;35
DG43;1;59;;;1;3;35
DG44;6;41;6;51;1;3;35
DG45;1;46;3;46;1;3;35
DG46;3;49;1;61;1;3;35
DG47;1;72;4;55;1;3;35
DG49;1;41;1;63;1;3;35
DG42;1;43;;;1;3;35
DG82;2;4;1;4;1;3;35
DG85;;;1;47;1;3;35
DG1;;;2;54;1;3;40
DG3;3;43;4;53;1;3;40
DG5;5;53;2;7;1;3;40
DG6;3;68;5;67;1;3;40
DG7;;;1;75;1;3;40
DG8;3;57;2;73;1;3;40
DG9;1;76;;;1;3;40
DG10;2;66;1;66;1;3;40
DG12;1;64;;;1;3;40
DG27;4;51;;;1;3;40
DG28;3;59;2;58;1;3;40
DG33;1;55;;;1;3;40
DG34;2;73;1;72;1;3;40
DG31;7;66;3;61;1;3;40
DG37;3;39;;;1;3;40
DG38;1;21;1;22;1;3;40
DG53;1;45;;;1;3;40
DG54;;;2;53;1;3;40
DG50;1;54;6;66;1;3;40
DG51;1;43;4;56;1;3;40
DG52;1;59;;;1;3;40
DG56;2;52;2;48;1;3;40
DG57;3;42;1;42;1;3;40
DG68;1;6;2;65;1;3;40
DG69;;;2;71;1;3;40
DG63;1;77;;;1;3;40
DG62;;;1;29;1;3;40
DG58;3;33;1;54;1;3;40
DG59;;;2;36;1;3;40
DG61;;;1;56;1;3;40
DG70;2;56;;;1;3;40
DG72;1;62;1;6;1;3;40
DG74;2;59;;;1;3;40
DG75;;;1;57;1;3;40
DG76;;;1;72;1;3;40
DG44;6;42;3;42;1;3;40
DG45;;;2;58;1;3;40
DG46;3;5;1;58;1;3;40
DG47;;;1;62;1;3;40
DG48;2;54;1;59;1;3;40
DG41;;;1;56;1;3;40
DG42;1;46;1;54;1;3;40
DG82;4;44;2;47;1;3;40
DG85;;;1;46;1;3;40
DG3;2;38;5;42;1;3;45
DG5;1;82;;;1;3;45
DG6;1;66;5;65;1;3;45
DG8;3;65;1;56;1;3;45
DG9;2;53;2;52;1;3;45
DG10;5;61;1;62;1;3;45
DG12;1;56;3;63;1;3;45
DG27;1;56;2;57;1;3;45
DG28;4;63;2;58;1;3;45
DG33;3;63;;;1;3;45
DG34;1;77;;;1;3;45
DG31;6;63;1;56;1;3;45
DG32;;;1;132;1;3;45
DG54;;;1;6;1;3;45
DG50;2;6;3;58;1;3;45
DG51;2;66;1;64;1;3;45
DG52;;;1;45;1;3;45
DG56;3;44;;;1;3;45
DG57;;;1;31;1;3;45
DG68;1;67;1;75;1;3;45
DG69;;;2;53;1;3;45
DG63;;;1;69;1;3;45
DG58;3;43;3;51;1;3;45
DG59;;;1;48;1;3;45
DG70;;;2;62;1;3;45
DG71;;;1;69;1;3;45
DG72;;;1;66;1;3;45
DG74;;;4;54;1;3;45
DG75;1;74;2;59;1;3;45
DG76;;;1;65;1;3;45
DG43;1;45;;;1;3;45
DG44;5;42;3;51;1;3;45
DG46;5;49;;;1;3;45
DG47;1;63;1;48;1;3;45
DG48;;;1;48;1;3;45
DG82;1;45;6;5;1;3;45
DG85;1;43;;;1;3;45
DG3;1;42;3;45;1;3;50
DG5;2;65;3;72;1;3;50
DG6;2;63;5;69;1;3;50
DG8;2;59;1;72;1;3;50
DG9;;;1;72;1;3;50
DG10;1;58;2;71;1;3;50
DG12;1;73;1;53;1;3;50
DG14;;;4;49;1;3;50
DG27;;;2;6;1;3;50
DG28;3;52;;;1;3;50
DG33;1;58;;;1;3;50
DG32;;;2;96;1;3;50
DG37;1;41;3;42;1;3;50
DG54;1;43;;;1;3;50
DG50;1;5;3;69;1;3;50
DG51;5;52;7;45;1;3;50
DG52;4;53;2;59;1;3;50
DG56;5;42;1;38;1;3;50
DG57;1;5;;;1;3;50
DG68;;;3;63;1;3;50
DG69;;;6;54;1;3;50
DG63;1;63;;;1;3;50
DG58;;;1;74;1;3;50
DG59;;;5;45;1;3;50
DG60;1;45;;;1;3;50
DG70;1;48;2;8;1;3;50
DG71;;;2;82;1;3;50
DG72;;;1;52;1;3;50
DG73;1;55;;;1;3;50
DG74;1;55;2;72;1;3;50
DG75;1;66;3;61;1;3;50
DG43;1;48;;;1;3;50
DG44;4;42;2;54;1;3;50
DG45;1;32;3;45;1;3;50
DG46;3;51;9;55;1;3;50
DG47;1;5;2;66;1;3;50
DG48;1;33;;;1;3;50
