Spur;Lkw;Lkw_avgSpeed;Pkw;Pkw_avgSpeed;Day_of_week;Hour;Minute
DG52;5;58;9;63;1;8;10
DG56;16;25;4;23;1;8;10
DG57;12;31;7;36;1;8;10
DG68;4;5;52;55;1;8;10
DG69;3;48;37;58;1;8;10
DG63;11;4;18;55;1;8;10
DG64;1;41;24;69;1;8;10
DG62;3;4;3;45;1;8;10
DG58;6;28;23;48;1;8;10
DG59;5;39;55;41;1;8;10
DG60;4;33;1;31;1;8;10
DG61;;;2;27;1;8;10
DG70;4;49;4;55;1;8;10
DG71;1;57;3;58;1;8;10
DG72;6;47;19;58;1;8;10
DG73;;;31;64;1;8;10
DG74;7;47;8;52;1;8;10
DG75;1;46;3;45;1;8;10
DG76;;;35;45;1;8;10
DG43;6;38;1;62;1;8;10
DG44;16;35;11;46;1;8;10
DG45;2;34;61;4;1;8;10
DG46;15;43;2;46;1;8;10
DG47;11;44;19;52;1;8;10
DG48;2;41;19;56;1;8;10
DG49;4;41;;;1;8;10
DG40;;;2;12;1;8;10
DG41;;;1;33;1;8;10
DG42;7;39;6;48;1;8;10
DG82;9;22;31;25;1;8;10
DG83;;;2;38;1;8;10
DG84;1;5;3;5;1;8;10
DG85;6;35;6;4;1;8;10
DG86;;;6;31;1;8;10
DG1;2;32;9;6;1;8;15
DG2;;;7;59;1;8;15
DG3;13;36;28;45;1;8;15
DG4;6;53;26;6;1;8;15
DG5;17;51;29;6;1;8;15
DG6;18;54;18;62;1;8;15
DG7;;;3;72;1;8;15
DG8;19;58;2;66;1;8;15
DG9;6;64;27;72;1;8;15
DG10;21;54;8;64;1;8;15
DG12;6;49;14;54;1;8;15
DG13;1;3;1;37;1;8;15
DG14;1;31;1;39;1;8;15
DG27;1;45;1;59;1;8;15
DG28;9;57;3;6;1;8;15
DG33;11;55;21;57;1;8;15
DG34;7;6;4;64;1;8;15
DG31;4;59;16;61;1;8;15
DG32;1;58;17;61;1;8;15
DG37;9;32;4;37;1;8;15
DG38;1;18;8;22;1;8;15
DG39;;;1;38;1;8;15
DG53;7;42;1;41;1;8;15
DG54;6;4;3;48;1;8;15
DG50;1;39;54;44;1;8;15
DG51;1;42;44;48;1;8;15
DG52;3;51;11;48;1;8;15
DG56;5;17;3;12;1;8;15
DG57;6;26;9;32;1;8;15
DG68;2;39;47;49;1;8;15
DG69;3;5;41;5;1;8;15
DG63;3;67;24;59;1;8;15
DG64;2;64;9;65;1;8;15
DG62;2;4;;;1;8;15
DG58;1;31;19;46;1;8;15
DG59;4;36;57;35;1;8;15
DG60;7;27;4;19;1;8;15
DG61;4;23;12;23;1;8;15
DG70;6;52;9;58;1;8;15
DG71;;;5;66;1;8;15
DG72;9;46;21;51;1;8;15
DG73;;;23;63;1;8;15
DG74;7;49;11;53;1;8;15
DG75;14;44;34;43;1;8;15
DG76;;;35;43;1;8;15
DG43;2;45;2;38;1;8;15
DG44;5;36;9;48;1;8;15
DG45;2;42;49;42;1;8;15
DG46;1;36;14;45;1;8;15
DG47;16;44;13;52;1;8;15
DG48;3;48;21;55;1;8;15
DG49;7;44;5;48;1;8;15
DG40;2;55;3;1;1;8;15
DG42;7;35;4;42;1;8;15
DG82;9;25;37;36;1;8;15
DG83;;;3;36;1;8;15
DG84;1;46;3;46;1;8;15
DG85;6;36;1;43;1;8;15
DG86;;;3;32;1;8;15
DG1;1;43;11;57;1;8;20
DG2;;;4;55;1;8;20
DG3;16;32;35;37;1;8;20
DG4;7;56;29;58;1;8;20
DG5;13;46;22;57;1;8;20
DG6;11;47;12;62;1;8;20
DG7;1;59;28;66;1;8;20
DG8;17;57;24;65;1;8;20
DG9;2;7;4;68;1;8;20
DG10;11;52;22;62;1;8;20
DG12;3;5;3;62;1;8;20
DG13;2;31;17;35;1;8;20
DG14;3;37;15;4;1;8;20
DG27;14;41;19;51;1;8;20
DG28;2;53;11;53;1;8;20
DG33;1;62;6;66;1;8;20
DG34;4;6;9;69;1;8;20
DG31;11;6;13;58;1;8;20
DG32;4;59;11;66;1;8;20
DG37;13;3;2;45;1;8;20
DG38;4;25;7;22;1;8;20
DG53;3;46;2;47;1;8;20
DG54;3;49;;;1;8;20
DG50;9;22;64;35;1;8;20
DG51;11;29;38;39;1;8;20
DG52;5;46;15;52;1;8;20
DG56;1;9;2;7;1;8;20
DG57;4;7;6;13;1;8;20
DG68;6;52;55;58;1;8;20
DG69;2;64;43;61;1;8;20
DG63;12;45;29;52;1;8;20
DG64;3;62;11;72;1;8;20
DG62;1;42;1;47;1;8;20
DG58;5;17;14;2;1;8;20
DG59;3;15;14;1;1;8;20
DG60;3;14;8;15;1;8;20
DG61;1;13;11;16;1;8;20
DG70;5;51;6;58;1;8;20
DG71;3;57;5;57;1;8;20
DG72;11;47;21;55;1;8;20
DG73;1;55;22;61;1;8;20
DG74;5;5;14;55;1;8;20
DG75;14;35;37;35;1;8;20
DG76;;;37;47;1;8;20
DG43;;;5;54;1;8;20
DG44;15;33;1;43;1;8;20
DG45;;;53;38;1;8;20
DG46;1;26;12;2;1;8;20
DG47;7;29;13;32;1;8;20
DG48;4;43;29;45;1;8;20
DG49;11;44;1;55;1;8;20
DG40;3;49;3;66;1;8;20
DG41;1;35;;;1;8;20
DG42;3;41;5;46;1;8;20
DG82;8;26;17;41;1;8;20
DG83;1;35;4;42;1;8;20
DG84;;;8;45;1;8;20
DG85;2;32;4;46;1;8;20
DG86;1;27;1;35;1;8;20
DG1;6;36;8;48;1;8;25
DG2;;;13;49;1;8;25
DG3;12;38;38;45;1;8;25
DG4;8;5;26;59;1;8;25
DG5;13;52;44;56;1;8;25
DG6;27;5;12;61;1;8;25
DG7;3;64;42;65;1;8;25
DG8;14;58;23;63;1;8;25
DG9;4;61;23;67;1;8;25
DG10;16;56;16;59;1;8;25
DG12;2;51;5;55;1;8;25
DG13;6;31;19;36;1;8;25
DG14;3;32;2;39;1;8;25
DG27;11;27;3;26;1;8;25
DG28;6;42;6;43;1;8;25
DG33;16;55;52;52;1;8;25
DG34;6;59;3;59;1;8;25
DG31;1;53;12;54;1;8;25
DG32;11;61;37;61;1;8;25
DG37;16;33;9;37;1;8;25
DG38;1;19;6;23;1;8;25
DG39;;;3;9;1;8;25
DG53;1;47;1;4;1;8;25
DG54;4;47;2;53;1;8;25
DG50;5;4;65;35;1;8;25
DG51;13;37;38;42;1;8;25
DG52;9;46;14;6;1;8;25
DG56;5;26;3;24;1;8;25
DG57;9;25;14;26;1;8;25
DG68;3;49;72;48;1;8;25
DG69;4;44;5;49;1;8;25
DG63;9;4;21;49;1;8;25
DG64;;;13;64;1;8;25
DG62;3;4;1;65;1;8;25
DG58;2;19;19;28;1;8;25
DG59;;;13;1;1;8;25
DG60;3;2;4;8;1;8;25
DG61;2;11;4;8;1;8;25
DG70;7;54;4;63;1;8;25
DG71;;;4;61;1;8;25
DG72;5;49;27;57;1;8;25
DG73;;;16;6;1;8;25
DG74;8;45;13;55;1;8;25
DG75;12;35;34;31;1;8;25
DG76;1;46;35;46;1;8;25
DG43;7;43;11;42;1;8;25
DG44;23;25;23;3;1;8;25
DG45;5;18;75;29;1;8;25
DG46;11;18;22;3;1;8;25
DG47;16;2;8;26;1;8;25
DG48;3;26;32;41;1;8;25
DG49;7;41;1;43;1;8;25
DG40;;;2;55;1;8;25
DG41;2;44;2;41;1;8;25
DG42;13;36;1;35;1;8;25
DG82;5;27;19;28;1;8;25
DG83;;;2;56;1;8;25
DG84;;;5;49;1;8;25
DG85;2;28;1;4;1;8;25
DG86;;;2;35;1;8;25
DG1;4;57;12;53;1;8;30
DG2;1;52;15;53;1;8;30
DG3;15;32;43;43;1;8;30
DG4;7;52;2;61;1;8;30
DG5;8;54;28;6;1;8;30
DG6;23;5;21;56;1;8;30
DG7;2;65;38;63;1;8;30
DG8;16;55;24;6;1;8;30
DG9;6;6;35;66;1;8;30
DG10;18;49;18;54;1;8;30
DG12;6;46;15;54;1;8;30
DG13;5;34;12;36;1;8;30
DG14;3;34;1;43;1;8;30
DG27;7;24;6;42;1;8;30
DG28;9;28;11;24;1;8;30
DG33;6;58;8;69;1;8;30
DG34;1;58;15;61;1;8;30
DG31;1;6;16;6;1;8;30
DG32;22;56;21;59;1;8;30
DG37;21;28;5;32;1;8;30
DG38;8;18;4;18;1;8;30
DG53;1;47;2;47;1;8;30
DG54;3;38;2;49;1;8;30
DG50;15;27;48;33;1;8;30
DG51;13;35;39;38;1;8;30
DG52;1;43;2;5;1;8;30
DG56;15;23;3;22;1;8;30
DG57;5;27;18;32;1;8;30
DG68;2;61;72;49;1;8;30
DG69;4;49;4;5;1;8;30
DG63;12;47;34;56;1;8;30
DG64;;;13;63;1;8;30
DG62;4;37;3;46;1;8;30
DG58;8;15;24;12;1;8;30
DG59;;;36;12;1;8;30
DG60;6;19;8;2;1;8;30
DG61;4;13;14;15;1;8;30
DG70;4;55;12;58;1;8;30
DG71;;;5;6;1;8;30
DG72;12;46;21;57;1;8;30
DG73;1;52;31;61;1;8;30
DG74;8;49;15;55;1;8;30
DG75;13;4;45;42;1;8;30
DG76;1;43;3;43;1;8;30
DG43;4;36;9;46;1;8;30
DG44;18;32;22;37;1;8;30
DG45;1;13;62;28;1;8;30
DG46;1;31;17;38;1;8;30
DG47;12;36;26;42;1;8;30
DG48;1;48;25;53;1;8;30
DG49;8;42;2;49;1;8;30
DG40;3;56;8;71;1;8;30
DG41;3;5;1;56;1;8;30
DG42;17;37;1;38;1;8;30
DG82;1;25;26;25;1;8;30
DG83;;;2;37;1;8;30
DG84;1;47;3;52;1;8;30
DG85;4;32;3;47;1;8;30
DG86;;;2;34;1;8;30
DG1;5;4;1;55;1;8;35
DG2;1;41;9;57;1;8;35
DG3;12;31;24;37;1;8;35
DG4;6;54;27;59;1;8;35
DG5;16;51;27;64;1;8;35
DG6;15;48;24;58;1;8;35
DG7;3;6;3;59;1;8;35
DG8;12;58;29;6;1;8;35
DG9;5;57;53;67;1;8;35
DG10;1;57;22;64;1;8;35
DG12;3;49;1;58;1;8;35
DG13;6;34;19;37;1;8;35
DG14;3;3;16;36;1;8;35
DG27;28;43;1;54;1;8;35
DG28;15;39;17;32;1;8;35
DG33;7;51;33;57;1;8;35
DG34;14;59;19;6;1;8;35
DG31;17;58;19;59;1;8;35
DG32;8;64;14;64;1;8;35
DG37;13;3;5;41;1;8;35
DG38;11;19;6;25;1;8;35
DG39;;;2;15;1;8;35
DG53;1;42;;;1;8;35
DG54;3;49;1;48;1;8;35
DG50;18;22;46;32;1;8;35
DG51;12;34;31;38;1;8;35
DG52;11;38;17;46;1;8;35
DG56;14;2;3;25;1;8;35
DG57;6;31;7;36;1;8;35
DG68;5;52;53;56;1;8;35
DG69;4;53;44;6;1;8;35
DG63;8;45;36;54;1;8;35
DG64;4;56;14;6;1;8;35
DG62;3;38;6;42;1;8;35
DG58;13;22;28;23;1;8;35
DG59;2;19;55;24;1;8;35
DG60;4;26;9;34;1;8;35
DG61;5;32;14;31;1;8;35
DG70;7;55;12;58;1;8;35
DG71;1;54;4;61;1;8;35
DG72;6;5;31;56;1;8;35
DG73;1;57;2;62;1;8;35
DG74;7;49;14;55;1;8;35
DG75;11;35;28;33;1;8;35
DG76;1;54;17;49;1;8;35
DG43;2;41;6;5;1;8;35
DG44;28;3;8;37;1;8;35
DG45;;;76;37;1;8;35
DG46;15;4;2;47;1;8;35
DG47;13;46;22;54;1;8;35
DG48;2;56;2;58;1;8;35
DG49;8;46;4;5;1;8;35
DG40;1;52;3;37;1;8;35
DG42;15;37;7;43;1;8;35
DG82;4;25;38;28;1;8;35
DG84;;;3;51;1;8;35
DG85;3;32;4;45;1;8;35
DG86;3;31;1;36;1;8;35
DG1;5;42;7;51;1;8;40
DG2;;;2;56;1;8;40
DG3;13;29;24;39;1;8;40
DG4;5;55;51;62;1;8;40
DG5;11;54;5;61;1;8;40
DG6;16;39;15;43;1;8;40
DG7;2;54;37;48;1;8;40
DG8;16;54;3;57;1;8;40
DG9;2;51;61;59;1;8;40
DG10;17;56;19;6;1;8;40
DG12;4;53;5;6;1;8;40
DG13;7;34;25;4;1;8;40
DG14;3;37;19;38;1;8;40
DG27;9;49;3;58;1;8;40
DG28;12;5;27;55;1;8;40
DG33;1;58;17;62;1;8;40
DG34;12;6;4;62;1;8;40
DG31;6;57;2;6;1;8;40
DG32;25;58;25;6;1;8;40
DG37;13;34;4;37;1;8;40
DG38;6;18;7;19;1;8;40
DG53;2;43;2;32;1;8;40
DG54;9;44;6;41;1;8;40
DG50;16;29;56;34;1;8;40
DG51;17;3;39;41;1;8;40
DG52;4;38;16;48;1;8;40
DG56;18;3;;;1;8;40
DG57;8;45;6;43;1;8;40
DG68;6;5;63;49;1;8;40
DG69;6;48;41;59;1;8;40
DG63;9;54;35;54;1;8;40
DG64;1;54;7;6;1;8;40
DG62;3;25;3;45;1;8;40
DG58;12;3;36;28;1;8;40
DG59;1;15;27;19;1;8;40
DG60;4;24;4;47;1;8;40
DG61;6;21;11;26;1;8;40
DG70;6;5;11;57;1;8;40
DG71;3;64;6;6;1;8;40
DG72;5;48;22;57;1;8;40
DG73;;;18;65;1;8;40
DG74;4;48;19;57;1;8;40
DG75;7;39;53;39;1;8;40
DG76;3;37;38;35;1;8;40
DG43;1;32;4;47;1;8;40
DG44;19;36;9;39;1;8;40
DG45;5;28;56;35;1;8;40
DG46;19;4;17;45;1;8;40
DG47;16;42;22;54;1;8;40
DG48;1;52;16;53;1;8;40
DG49;8;43;1;5;1;8;40
DG41;;;1;4;1;8;40
DG42;1;36;12;39;1;8;40
DG82;6;16;24;18;1;8;40
DG83;;;4;31;1;8;40
DG84;;;5;51;1;8;40
DG85;4;35;3;51;1;8;40
DG1;;;1;55;1;8;45
DG2;;;4;66;1;8;45
DG3;15;34;24;39;1;8;45
DG4;8;51;34;59;1;8;45
DG5;16;56;45;61;1;8;45
DG6;16;39;14;53;1;8;45
DG7;3;51;21;58;1;8;45
DG8;21;48;25;53;1;8;45
DG9;5;52;6;56;1;8;45
DG10;24;53;17;58;1;8;45
DG12;3;53;12;62;1;8;45
DG13;8;35;11;39;1;8;45
DG14;;;17;4;1;8;45
DG27;8;48;2;67;1;8;45
DG28;5;68;27;65;1;8;45
DG33;6;6;22;64;1;8;45
DG34;5;61;1;67;1;8;45
DG31;5;67;17;67;1;8;45
DG32;8;67;12;7;1;8;45
DG37;14;37;4;36;1;8;45
DG38;13;2;8;22;1;8;45
DG39;;;2;22;1;8;45
DG53;9;38;;;1;8;45
DG54;6;4;2;35;1;8;45
DG50;6;31;43;38;1;8;45
DG51;9;44;49;5;1;8;45
DG52;1;45;11;5;1;8;45
DG56;14;39;3;55;1;8;45
DG57;4;41;8;5;1;8;45
DG68;3;49;77;55;1;8;45
DG69;4;54;42;61;1;8;45
DG63;7;44;47;53;1;8;45
DG64;1;44;12;61;1;8;45
DG62;1;42;2;46;1;8;45
DG58;9;14;3;14;1;8;45
DG59;7;12;26;15;1;8;45
DG60;3;16;6;12;1;8;45
DG61;4;15;9;15;1;8;45
DG70;9;53;11;61;1;8;45
DG71;;;5;7;1;8;45
DG72;6;48;29;55;1;8;45
DG73;;;29;58;1;8;45
DG74;11;49;17;54;1;8;45
DG75;11;49;4;45;1;8;45
DG76;2;31;17;48;1;8;45
DG43;3;39;4;5;1;8;45
DG44;18;35;11;37;1;8;45
DG45;3;19;42;34;1;8;45
DG46;22;4;2;45;1;8;45
DG47;6;45;23;52;1;8;45
DG48;2;6;18;55;1;8;45
DG49;11;45;4;5;1;8;45
DG40;1;47;17;8;1;8;45
DG42;7;37;4;44;1;8;45
DG82;9;16;31;21;1;8;45
DG83;;;3;41;1;8;45
DG84;;;3;53;1;8;45
DG85;8;37;2;25;1;8;45
DG86;1;29;2;35;1;8;45
DG1;3;44;11;53;1;8;50
DG2;1;4;7;54;1;8;50
DG3;11;37;3;46;1;8;50
DG4;2;48;38;56;1;8;50
DG5;21;47;5;56;1;8;50
DG6;17;5;2;53;1;8;50
DG7;1;64;3;62;1;8;50
DG8;19;54;18;62;1;8;50
DG9;9;55;58;62;1;8;50
DG10;15;55;26;62;1;8;50
DG12;6;48;11;62;1;8;50
DG13;12;3;13;33;1;8;50
DG14;5;35;13;38;1;8;50
DG27;14;48;6;55;1;8;50
DG28;7;52;22;63;1;8;50
DG33;7;6;28;59;1;8;50
DG34;9;6;4;59;1;8;50
DG31;13;56;2;57;1;8;50
DG32;11;62;14;63;1;8;50
DG37;14;36;9;4;1;8;50
DG38;1;19;7;2;1;8;50
DG39;;;2;21;1;8;50
DG53;3;42;;;1;8;50
DG54;8;43;;;1;8;50
DG50;1;41;41;5;1;8;50
DG51;17;47;19;54;1;8;50
DG52;9;49;11;6;1;8;50
DG56;13;37;1;4;1;8;50
DG57;1;45;8;44;1;8;50
DG68;1;51;61;52;1;8;50
DG69;2;51;44;52;1;8;50
DG63;9;46;31;47;1;8;50
DG64;;;6;6;1;8;50
DG62;2;22;;;1;8;50
DG58;12;2;15;21;1;8;50
DG59;5;18;24;15;1;8;50
DG60;4;13;8;14;1;8;50
DG61;3;22;5;31;1;8;50
DG70;4;52;4;63;1;8;50
DG71;2;46;3;67;1;8;50
DG72;1;48;24;54;1;8;50
DG73;;;16;62;1;8;50
DG74;1;55;1;58;1;8;50
DG75;16;44;35;46;1;8;50
DG76;;;28;44;1;8;50
DG43;6;37;4;43;1;8;50
DG44;27;33;5;34;1;8;50
DG45;2;13;77;36;1;8;50
DG46;23;41;16;47;1;8;50
DG47;12;45;23;54;1;8;50
DG48;6;56;13;6;1;8;50
DG49;7;46;3;51;1;8;50
DG40;1;55;1;17;1;8;50
DG41;1;51;5;119;1;8;50
DG42;13;36;16;39;1;8;50
DG82;6;17;33;3;1;8;50
DG83;1;36;7;28;1;8;50
DG84;1;34;5;49;1;8;50
DG85;5;37;2;49;1;8;50
DG86;1;24;3;4;1;8;50
DG1;2;58;1;56;1;8;55
DG2;;;3;57;1;8;55
DG3;1;31;33;38;1;8;55
DG4;6;53;26;61;1;8;55
DG5;15;47;34;52;1;8;55
DG6;11;47;23;52;1;8;55
DG7;3;65;21;58;1;8;55
DG8;18;5;17;58;1;8;55
DG9;7;54;52;6;1;8;55
DG10;19;52;13;58;1;8;55
DG12;4;44;1;63;1;8;55
DG13;12;36;18;34;1;8;55
DG14;3;31;16;38;1;8;55
DG27;11;5;4;62;1;8;55
DG28;1;56;17;58;1;8;55
DG33;12;59;12;58;1;8;55
DG34;1;62;3;6;1;8;55
DG31;11;64;5;66;1;8;55
DG32;14;62;15;6;1;8;55
DG37;13;33;6;38;1;8;55
DG38;7;17;1;2;1;8;55
DG53;1;51;;;1;8;55
DG54;4;41;2;47;1;8;55
DG50;18;36;35;44;1;8;55
DG51;12;44;27;52;1;8;55
DG52;12;51;11;58;1;8;55
DG56;12;33;4;45;1;8;55
DG57;7;39;7;46;1;8;55
DG68;3;45;47;57;1;8;55
DG69;3;52;4;61;1;8;55
DG63;9;48;18;53;1;8;55
DG64;4;51;9;67;1;8;55
DG62;2;33;2;49;1;8;55
DG58;8;39;15;35;1;8;55
DG59;3;17;37;32;1;8;55
DG60;3;2;3;32;1;8;55
DG61;4;25;9;31;1;8;55
DG70;7;49;9;59;1;8;55
DG71;;;1;65;1;8;55
DG72;11;49;18;59;1;8;55
DG73;1;65;16;62;1;8;55
DG74;8;48;12;55;1;8;55
DG75;17;42;32;42;1;8;55
DG76;3;37;26;42;1;8;55
DG43;4;37;7;51;1;8;55
DG44;27;34;1;34;1;8;55
DG45;;;67;38;1;8;55
DG46;1;43;15;5;1;8;55
DG47;15;46;18;52;1;8;55
DG48;3;48;21;53;1;8;55
DG49;11;41;2;49;1;8;55
DG40;3;5;8;115;1;8;55
DG41;2;53;;;1;8;55
DG42;7;39;11;39;1;8;55
DG82;11;21;3;29;1;8;55
DG83;;;3;44;1;8;55
DG84;;;2;5;1;8;55
DG85;7;34;3;39;1;8;55
DG86;1;32;5;4;1;8;55
DG1;1;37;4;69;1;9;0
DG2;;;6;58;1;9;0
DG3;16;3;28;26;1;9;0
DG4;12;48;31;39;1;9;0
DG5;9;48;38;48;1;9;0
DG6;15;44;13;46;1;9;0
DG7;1;65;1;57;1;9;0
DG8;18;53;25;58;1;9;0
DG9;5;59;46;62;1;9;0
DG10;21;54;15;59;1;9;0
DG12;5;5;8;58;1;9;0
DG13;6;31;12;38;1;9;0
DG14;4;35;13;38;1;9;0
DG27;6;55;11;54;1;9;0
DG28;13;53;12;56;1;9;0
DG33;15;57;7;59;1;9;0
DG34;8;64;6;62;1;9;0
DG31;7;61;14;61;1;9;0
DG32;9;52;9;55;1;9;0
DG37;14;32;3;42;1;9;0
DG38;4;18;2;22;1;9;0
DG53;2;4;;;1;9;0
DG54;6;46;3;48;1;9;0
DG50;15;38;44;45;1;9;0
DG51;11;48;3;47;1;9;0
DG52;7;53;18;55;1;9;0
DG56;5;33;6;41;1;9;0
DG57;4;4;;;1;9;0
DG68;6;52;61;55;1;9;0
DG69;5;62;21;51;1;9;0
DG63;13;53;16;59;1;9;0
DG64;4;59;1;69;1;9;0
DG58;4;24;12;36;1;9;0
DG59;5;22;44;29;1;9;0
DG60;6;19;3;17;1;9;0
DG61;2;19;7;22;1;9;0
DG70;7;55;4;54;1;9;0
DG71;1;61;4;63;1;9;0
DG72;13;49;11;56;1;9;0
DG73;;;16;59;1;9;0
DG74;8;57;5;55;1;9;0
DG75;17;47;33;43;1;9;0
DG76;1;46;9;46;1;9;0
DG43;1;42;5;46;1;9;0
DG44;13;36;16;36;1;9;0
DG45;2;19;54;38;1;9;0
DG46;11;26;4;1;1;9;0
DG47;14;32;3;33;1;9;0
DG48;3;43;26;44;1;9;0
DG49;5;41;1;47;1;9;0
DG40;3;45;13;68;1;9;0
DG41;1;43;4;82;1;9;0
DG42;5;42;2;47;1;9;0
DG82;7;28;35;32;1;9;0
DG83;1;25;2;51;1;9;0
DG84;;;4;44;1;9;0
DG85;2;43;8;45;1;9;0
DG86;;;2;36;1;9;0
DG1;6;41;7;48;1;9;5
DG2;;;9;53;1;9;5
DG3;14;28;25;27;1;9;5
DG4;8;54;34;59;1;9;5
DG5;13;53;38;61;1;9;5
DG6;18;43;14;49;1;9;5
DG7;1;61;14;61;1;9;5
DG8;16;52;31;67;1;9;5
DG9;3;59;31;68;1;9;5
DG10;15;58;23;62;1;9;5
DG12;2;53;4;67;1;9;5
DG13;7;31;14;39;1;9;5
DG14;2;34;1;4;1;9;5
DG27;8;52;6;58;1;9;5
DG28;9;48;13;49;1;9;5
DG33;18;53;19;58;1;9;5
DG34;8;58;6;67;1;9;5
DG31;8;57;8;56;1;9;5
DG32;13;64;8;65;1;9;5
DG37;14;31;8;37;1;9;5
DG38;4;18;6;22;1;9;5
DG39;1;15;;;1;9;5
DG53;6;45;;;1;9;5
DG54;7;48;2;44;1;9;5
DG50;9;42;32;35;1;9;5
DG51;15;3;25;39;1;9;5
DG52;15;37;12;43;1;9;5
DG56;9;33;6;36;1;9;5
DG57;8;41;8;5;1;9;5
DG68;2;55;54;56;1;9;5
DG69;3;53;27;61;1;9;5
DG63;1;46;28;54;1;9;5
DG64;5;59;5;62;1;9;5
DG62;;;2;39;1;9;5
DG58;7;37;22;4;1;9;5
DG59;3;33;5;38;1;9;5
DG60;3;25;8;26;1;9;5
DG61;5;22;6;29;1;9;5
DG70;6;51;6;59;1;9;5
DG71;;;3;63;1;9;5
DG72;9;49;13;54;1;9;5
DG73;;;14;62;1;9;5
DG74;7;5;8;58;1;9;5
DG75;14;4;26;43;1;9;5
DG76;;;19;46;1;9;5
DG43;5;39;3;52;1;9;5
DG44;2;36;7;39;1;9;5
DG45;3;33;57;38;1;9;5
DG46;12;26;14;36;1;9;5
DG47;21;34;13;28;1;9;5
DG48;5;37;25;41;1;9;5
DG49;14;47;1;33;1;9;5
DG40;2;61;3;77;1;9;5
DG41;1;34;33;12;1;9;5
DG42;1;36;8;43;1;9;5
DG82;7;32;13;43;1;9;5
DG83;;;4;38;1;9;5
DG84;;;2;63;1;9;5
DG85;4;39;3;47;1;9;5
DG86;1;34;1;38;1;9;5
DG1;2;51;9;5;1;9;10
DG2;;;5;59;1;9;10
DG3;17;39;36;46;1;9;10
DG4;2;61;21;63;1;9;10
DG5;13;59;21;59;1;9;10
DG6;2;27;15;32;1;9;10
DG7;4;38;42;47;1;9;10
DG8;18;52;22;57;1;9;10
DG9;9;51;35;54;1;9;10
DG10;14;55;15;61;1;9;10
DG12;4;49;5;59;1;9;10
DG13;1;32;6;34;1;9;10
DG14;2;31;8;43;1;9;10
DG27;14;5;6;52;1;9;10
DG28;12;57;1;6;1;9;10
DG33;7;58;8;66;1;9;10
DG34;12;61;6;61;1;9;10
DG31;7;64;14;61;1;9;10
DG32;6;54;15;67;1;9;10
DG37;11;35;6;4;1;9;10
DG38;9;18;5;21;1;9;10
DG53;4;45;1;45;1;9;10
DG54;7;43;1;55;1;9;10
DG50;16;38;34;43;1;9;10
DG51;18;43;18;45;1;9;10
DG52;9;44;13;55;1;9;10
DG56;11;25;2;17;1;9;10
DG57;6;41;8;41;1;9;10
DG68;8;52;51;56;1;9;10
DG69;7;55;3;57;1;9;10
DG63;15;54;2;53;1;9;10
DG64;3;59;6;66;1;9;10
DG62;4;35;1;37;1;9;10
DG58;9;31;14;24;1;9;10
DG59;3;28;47;26;1;9;10
DG60;4;25;5;21;1;9;10
DG61;3;31;5;28;1;9;10
DG70;4;53;9;58;1;9;10
DG71;1;64;3;61;1;9;10
DG72;13;52;19;54;1;9;10
DG73;1;65;13;62;1;9;10
DG74;4;49;14;54;1;9;10
DG75;11;55;33;55;1;9;10
DG76;;;11;49;1;9;10
DG43;1;39;1;66;1;9;10
DG44;12;27;1;37;1;9;10
DG45;2;7;4;32;1;9;10
DG46;19;33;15;44;1;9;10
DG47;17;46;12;47;1;9;10
DG48;2;42;5;55;1;9;10
DG49;13;46;5;44;1;9;10
DG40;4;54;1;18;1;9;10
DG41;2;4;18;155;1;9;10
DG42;5;39;7;44;1;9;10
DG82;9;28;2;37;1;9;10
DG83;;;2;44;1;9;10
DG84;;;3;53;1;9;10
DG85;7;36;4;42;1;9;10
DG86;2;27;3;26;1;9;10
DG1;2;49;1;5;1;9;15
DG2;;;7;57;1;9;15
DG3;13;32;1;44;1;9;15
DG4;12;35;18;5;1;9;15
DG5;9;52;43;54;1;9;15
DG6;13;47;14;53;1;9;15
DG7;1;63;19;58;1;9;15
DG8;12;5;2;64;1;9;15
DG9;5;52;32;65;1;9;15
DG10;12;54;24;61;1;9;15
DG12;6;53;6;57;1;9;15
DG13;11;31;5;4;1;9;15
DG14;2;3;12;42;1;9;15
DG27;9;52;6;59;1;9;15
DG28;11;58;21;59;1;9;15
DG33;8;58;13;62;1;9;15
DG34;11;62;9;61;1;9;15
DG31;9;58;25;64;1;9;15
DG32;9;6;1;63;1;9;15
DG37;12;32;5;37;1;9;15
DG38;12;17;7;17;1;9;15
DG53;4;42;1;47;1;9;15
DG54;6;44;4;49;1;9;15
DG50;13;44;38;5;1;9;15
DG51;18;42;18;51;1;9;15
DG52;12;51;9;57;1;9;15
DG56;8;38;4;45;1;9;15
DG57;1;41;5;51;1;9;15
DG68;3;56;33;6;1;9;15
DG69;5;53;22;64;1;9;15
DG63;13;41;24;5;1;9;15
DG64;3;59;2;68;1;9;15
DG62;1;42;2;41;1;9;15
DG58;13;27;19;22;1;9;15
DG59;2;32;38;24;1;9;15
DG60;7;33;4;2;1;9;15
DG61;4;3;5;3;1;9;15
DG70;1;51;13;54;1;9;15
DG71;;;1;48;1;9;15
DG72;6;49;18;54;1;9;15
DG73;;;9;64;1;9;15
DG74;11;48;9;55;1;9;15
DG75;18;46;3;45;1;9;15
DG76;;;4;43;1;9;15
